oracle Database name       :  FSPRD
Oracle SID                 :  FSPRD3
Archive Execution-From Date:  01-May-2023
Archive Execution-To Date  :  01-Mar-2024
Archive Year               :  1995_2000
Archive Environment        :  FS
 
=> Batch Numbers check.

107 rows created.


Commit complete.

=> NLS DataBase Parameters Check.

3 rows created.


Commit complete.

=> TimeZone Check.

. . exported "SYSADM"."PS_AR_STMT_CUSBD_H"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
. . exported "SYSADM"."PS_AR_STMT_CUSDT_H"               488.1 KB   87387 rows
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
  /backup/data_arch/ARSTMT/FS/ARSTMT_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_11.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 00:25:42 2025 elapsed 0 00:01:14

TEMPLATE_NAME:  ARSTMT
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-ARSTMT successfully Exported, started at  Fri Dec 12 00:24:27 EST 2025 and finished at Fri Dec 12 00:25:47 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : ARSTMT
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : ARTAR_XX
#########################################################################################
 
=> ( 1 ) AR_FORMTAR_XX_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) AR_FRMTAR1_XX_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:25:48 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=ARTAR_XX_FS dumpfile=ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_AR_FORMTAR_XX_H QUERY=SYSADM.PS_AR_FORMTAR_XX_H:"WHERE PSARCH_ID='ARTAR_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_AR_FRMTAR1_XX_H QUERY=SYSADM.PS_AR_FRMTAR1_XX_H:"WHERE PSARCH_ID='ARTAR_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_AR_FORMTAR_XX_H"               6.007 KB       4 rows
. . exported "SYSADM"."PS_AR_FRMTAR1_XX_H"               5.335 KB       1 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/ARTAR_XX/FS/ARTAR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 00:26:44 2025 elapsed 0 00:00:56

TEMPLATE_NAME:  ARTAR_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-ARTAR_XX successfully Exported, started at  Fri Dec 12 00:25:48 EST 2025 and finished at Fri Dec 12 00:26:48 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : ARTAR_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : ARXRF_XX
#########################################################################################
 
=> ( 1 ) AR_FRMXREF_XX_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:26:48 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=ARXRF_XX_FS dumpfile=ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_AR_FRMXREF_XX_H QUERY=SYSADM.PS_AR_FRMXREF_XX_H:"WHERE PSARCH_ID='ARXRF_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_AR_FRMXREF_XX_H"               6.304 KB       7 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/ARXRF_XX/FS/ARXRF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 00:27:41 2025 elapsed 0 00:00:52

TEMPLATE_NAME:  ARXRF_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-ARXRF_XX successfully Exported, started at  Fri Dec 12 00:26:48 EST 2025 and finished at Fri Dec 12 00:27:46 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : ARXRF_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : BIADJXX
#########################################################################################
 
=> ( 1 ) BIADJHSTX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:27:46 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=BIADJXX_FS dumpfile=BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_BIADJHSTX_H_XX QUERY=SYSADM.PS_BIADJHSTX_H_XX:"WHERE PSARCH_ID='BIADJXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_BIADJHSTX_H_XX"                17.19 KB     960 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/BIADJXX/FS/BIADJXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 00:28:41 2025 elapsed 0 00:00:53

TEMPLATE_NAME:  BIADJXX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-BIADJXX successfully Exported, started at  Fri Dec 12 00:27:46 EST 2025 and finished at Fri Dec 12 00:28:46 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : BIADJXX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : BICANXX
#########################################################################################
 
=> ( 1 ) BIALLTAXX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) BIHDRAR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 3 ) BIHDRCRCARD_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

5 rows created.


Commit complete.

=> ( 4 ) BIHDRNOTE_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 5 ) BIHDRVAT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 6 ) BIHDRX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 7 ) BIHDR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

4 rows created.


Commit complete.

=> ( 8 ) BILINEX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 9 ) BILINE_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.

=> ( 10 ) BILNDSDFR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 11 ) BILNDSDTLX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 12 ) BILNDSDTL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 13 ) BILNDSLVL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 14 ) BILNDSTAR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 15 ) BILNDSTDFR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 16 ) BILNDSTUAR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 17 ) BILNDST_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 18 ) BILNIUEXP_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 19 ) BILNIUPAY_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 20 ) BILNNOTE_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 21 ) BILNTAXDTL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 22 ) BILNTAX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 23 ) BIX24DSTMPX_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 24 ) VMSACCTLNX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:34:28 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=BICANXX_FS dumpfile=BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_BIALLTAXX_H_XX QUERY=SYSADM.PS_BIALLTAXX_H_XX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDRAR_H_XX QUERY=SYSADM.PS_BIHDRAR_H_XX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDRCRCARD_HXX QUERY=SYSADM.PS_BIHDRCRCARD_HXX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDRNOTE_H_XX QUERY=SYSADM.PS_BIHDRNOTE_H_XX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDRVAT_H_XX QUERY=SYSADM.PS_BIHDRVAT_H_XX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDRX_H_XX QUERY=SYSADM.PS_BIHDRX_H_XX:"WHERE PSARCH_ID='BICANXX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BIHDR_H_XX QUERY=SYSADM.PS_BIHDR_H_XX:"WHERE PSARCH_ID='BICANXX' AND PS
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_BIHDR_H_XX"                    72.18 KB       0 rows
. . exported "SYSADM"."PS_BILINE_H_XX"                   232.9 KB       0 rows
. . exported "SYSADM"."PS_BILNDSDTLX_H_XX"               5.765 KB       0 rows
. . exported "SYSADM"."PS_BILNDSTUAR_H_XX"               6.960 KB       0 rows
. . exported "SYSADM"."PS_BILNTAX_H_XX"                  7.828 KB       0 rows
. . exported "SYSADM"."PS_BILNTAXDTL_H_XX"               6.210 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
. . exported "SYSADM"."PS_BIHDRAR_H_XX"                  6.609 KB       0 rows
. . exported "SYSADM"."PS_BIHDRVAT_H_XX"                 6.632 KB       0 rows
. . exported "SYSADM"."PS_BIHDRCRCARD_HXX"               7.765 KB       0 rows
. . exported "SYSADM"."PS_BIHDRNOTE_H_XX"                5.632 KB       0 rows
. . exported "SYSADM"."PS_BILNDSTDFR_H_XX"               6.921 KB       0 rows
. . exported "SYSADM"."PS_BIX24DSTMPX_HXX"               5.585 KB       0 rows
. . exported "SYSADM"."PS_BILNNOTE_H_XX"                 5.695 KB       0 rows
. . exported "SYSADM"."PS_BILNDSDFR_H_XX"                6.632 KB       0 rows
. . exported "SYSADM"."PS_BIHDRX_H_XX"                       0 KB       0 rows
. . exported "SYSADM"."PS_BILINEX_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_BILNDSTAR_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_BILNIUEXP_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_BILNIUPAY_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_VMSACCTLNX_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_BILNDSLVL_H_XX"                6.164 KB       0 rows
. . exported "SYSADM"."PS_BIALLTAXX_H_XX"                7.054 KB       0 rows
. . exported "SYSADM"."PS_BILNDSDTL_H_XX"                7.640 KB       0 rows
. . exported "SYSADM"."PS_BILNDST_H_XX"                  20.95 KB       0 rows
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_11.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_12.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_13.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_14.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_15.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_16.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_17.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_18.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_19.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_20.dmp
  /backup/data_arch/BICANXX/FS/BICANXX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_21.dmp
