oracle Database name       :  FSPRD
Oracle SID                 :  FSPRD3
Archive Execution-From Date:  01-May-2023
Archive Execution-To Date  :  01-Mar-2024
Archive Year               :  1995_2000
Archive Environment        :  FS
 
=> Batch Numbers check.

107 rows created.


Commit complete.

=> NLS DataBase Parameters Check.

3 rows created.


Commit complete.

=> TimeZone Check.

Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_EOAW_UESCAL_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EOAW_URINST_HXX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/EX_UI_XX/FS/EX_UI_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 01:48:46 2025 elapsed 0 00:00:52

TEMPLATE_NAME:  EX_UI_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-EX_UI_XX successfully Exported, started at  Fri Dec 12 01:47:53 EST 2025 and finished at Fri Dec 12 01:48:52 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : EX_UI_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : FG_AK_XX
#########################################################################################
 
=> ( 1 ) PMT_ACK_ERR_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) PMT_ACK_HDR_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 3 ) PMT_ACK_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 4 ) PMT_FIL_ACK_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 5 ) PMT_FIL_ERR_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 01:48:54 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=FG_AK_XX_FS dumpfile=FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PMT_ACK_ERR_HXX QUERY=SYSADM.PS_PMT_ACK_ERR_HXX:"WHERE PSARCH_ID='FG_AK_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_ACK_HDR_HXX QUERY=SYSADM.PS_PMT_ACK_HDR_HXX:"WHERE PSARCH_ID='FG_AK_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_ACK_H_XX QUERY=SYSADM.PS_PMT_ACK_H_XX:"WHERE PSARCH_ID='FG_AK_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_FIL_ACK_HXX QUERY=SYSADM.PS_PMT_FIL_ACK_HXX:"WHERE PSARCH_ID='FG_AK_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_FIL_ERR_HXX QUERY=SYSADM.PS_PMT_FIL_ERR_HXX:"WHERE PSARCH_ID='FG_AK_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_PMT_ACK_ERR_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_ACK_HDR_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_ACK_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_PMT_FIL_ACK_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_FIL_ERR_HXX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/FG_AK_XX/FS/FG_AK_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 01:49:46 2025 elapsed 0 00:00:51

TEMPLATE_NAME:  FG_AK_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-FG_AK_XX successfully Exported, started at  Fri Dec 12 01:48:54 EST 2025 and finished at Fri Dec 12 01:49:51 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : FG_AK_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : FG_BF_XX
#########################################################################################
 
=> ( 1 ) BSP_FIL_INF_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

4 rows created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 01:49:51 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=FG_BF_XX_FS dumpfile=FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_BSP_FIL_INF_HXX QUERY=SYSADM.PS_BSP_FIL_INF_HXX:"WHERE PSARCH_ID='FG_BF_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_BSP_FIL_INF_HXX"               5.320 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/FG_BF_XX/FS/FG_BF_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 01:50:49 2025 elapsed 0 00:00:57

TEMPLATE_NAME:  FG_BF_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-FG_BF_XX successfully Exported, started at  Fri Dec 12 01:49:51 EST 2025 and finished at Fri Dec 12 01:50:55 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : FG_BF_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : FG_DL_XX
#########################################################################################
 
=> ( 1 ) PMT_ADDR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) PMT_DTL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 3 ) PMT_INTRM_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 4 ) PMT_OID_STG_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 5 ) PMT_OTHID_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 6 ) PMT_REF_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 7 ) PMT_REQ_LOG_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

6 rows created.


Commit complete.

=> ( 8 ) PMT_UPARTY_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 9 ) PMT_UPY_STG_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 01:50:58 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=FG_DL_XX_FS dumpfile=FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PMT_ADDR_H_XX QUERY=SYSADM.PS_PMT_ADDR_H_XX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_DTL_H_XX QUERY=SYSADM.PS_PMT_DTL_H_XX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_INTRM_H_XX QUERY=SYSADM.PS_PMT_INTRM_H_XX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_OID_STG_HXX QUERY=SYSADM.PS_PMT_OID_STG_HXX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_OTHID_H_XX QUERY=SYSADM.PS_PMT_OTHID_H_XX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_REF_H_XX QUERY=SYSADM.PS_PMT_REF_H_XX:"WHERE PSARCH_ID='FG_DL_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_REQ_LOG_HXX QUERY=SYSADM.PS_PMT_REQ_LOG_HXX:"WHERE PSARC
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_PMT_ADDR_H_XX"                     0 KB       0 rows
. . exported "SYSADM"."PS_PMT_DTL_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_PMT_INTRM_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_PMT_OID_STG_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_OTHID_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_PMT_REF_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_PMT_REQ_LOG_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_UPARTY_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_UPY_STG_HXX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/FG_DL_XX/FS/FG_DL_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 01:51:50 2025 elapsed 0 00:00:51

TEMPLATE_NAME:  FG_DL_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-FG_DL_XX successfully Exported, started at  Fri Dec 12 01:50:58 EST 2025 and finished at Fri Dec 12 01:51:53 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : FG_DL_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : FG_ET_XX
#########################################################################################
 
=> ( 1 ) TR_EVNT_LOG_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 01:51:53 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=FG_ET_XX_FS dumpfile=FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_TR_EVNT_LOG_HXX QUERY=SYSADM.PS_TR_EVNT_LOG_HXX:"WHERE PSARCH_ID='FG_ET_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_TR_EVNT_LOG_HXX"               5.804 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_05" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_05 is:
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_01.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_02.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_03.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_04.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_05.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_06.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_07.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_08.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_09.dmp
  /backup/data_arch/FG_ET_XX/FS/FG_ET_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_10.dmp
Job "SYS"."SYS_EXPORT_TABLE_05" successfully completed at Fri Dec 12 01:52:44 2025 elapsed 0 00:00:50

TEMPLATE_NAME:  FG_ET_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template FSPRD-FG_ET_XX successfully Exported, started at  Fri Dec 12 01:51:53 EST 2025 and finished at Fri Dec 12 01:52:48 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : FG_ET_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : FG_FE_XX
#########################################################################################
 
=> ( 1 ) PMT_FIL_DEF_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 2 ) PMT_FIL_REF_HXX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 01:52:49 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_05":  userid="/******** AS SYSDBA" directory=FG_FE_XX_FS dumpfile=FG_FE_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS_%U.dmp logfile=FG_FE_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_FS.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PMT_FIL_DEF_HXX QUERY=SYSADM.PS_PMT_FIL_DEF_HXX:"WHERE PSARCH_ID='FG_FE_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_PMT_FIL_REF_HXX QUERY=SYSADM.PS_PMT_FIL_REF_HXX:"WHERE PSARCH_ID='FG_FE_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_PMT_FIL_DEF_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PMT_FIL_REF_HXX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
