oracle Database name       :  HRPRD

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 80 ) PERSON_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 81 ) PERSSMOKER_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 82 ) PERS_NID_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 83 ) PERX0019TM_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 84 ) PERX0019WR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 85 ) PERX0020TM_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 86 ) PERX0020WR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 87 ) PERX0033TM_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 88 ) PERX0033WR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 89 ) PERX33300T_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 90 ) PERX33300W_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 91 ) PERX33700T_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 92 ) PERX33700W_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 93 ) PER_DT_EME_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 94 ) PER_DT_FRA_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 95 ) PRIORWORKE_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.

=> ( 96 ) PRIORWORKS_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 97 ) PYEBANKACT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 98 ) PY_BNK_TBL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 99 ) STAT_TAX_DATA_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 100 ) TAX_DISTRIB_H : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 101 ) TLEMPLDATA_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 102 ) TRNX0004WR_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 103 ) TRNX0004_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 104 ) VISAPMTDAT_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.

=> ( 105 ) VISAPMTSUP_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:19:36 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=PSPER_XX_HR dumpfile=PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_ADDL_PAY_DATA_H QUERY=SYSADM.PS_ADDL_PAY_DATA_H:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_ADDRESSES_H_XX QUERY=SYSADM.PS_ADDRESSES_H_XX:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_ADD_PAY_EFFDT_H QUERY=SYSADM.PS_ADD_PAY_EFFDT_H:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_ADD_PAY_ERNCD_H QUERY=SYSADM.PS_ADD_PAY_ERNCD_H:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_ADD_PY_DRW_H_XX QUERY=SYSADM.PS_ADD_PY_DRW_H_XX:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BENF_PARTIC_HXX QUERY=SYSADM.PS_BENF_PARTIC_HXX:"WHERE PSARCH_ID='PSPER_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" TABLES=SYSADM.PS_BEN_PRGPRTC_HXX QUERY=SYSADM.PS_BEN_PRGPRT
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_ADDL_PAY_DATA_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_ADDRESSES_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_ADD_PAY_EFFDT_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_ADD_PAY_ERNCD_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_ADD_PY_DRW_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_BENF_PARTIC_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_BEN_PRGPRTC_HXX"                   0 KB       0 rows
. . exported "SYSADM"."PS_BN_PERSON_H"                       0 KB       0 rows
. . exported "SYSADM"."PS_CAN_TAX_DATA_H"                    0 KB       0 rows
. . exported "SYSADM"."PS_CAN_TX_BALNCE_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_CBR_PARTIC_H"                      0 KB       0 rows
. . exported "SYSADM"."PS_CBR_PRTC_OPTN_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_CBR_PRTC_PLAN_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_CITIZENPSS_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_CITIZENSHP_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_CN_TX_PRVDTA_H"                    0 KB       0 rows
. . exported "SYSADM"."PS_COMPNSTION_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_CONTRACTDA_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEPBENADDR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEPBENEFNI_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEPBENNAME_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEPBENRIDE_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEPBEN_EFF_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DEP_BEN_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_DISABILITY_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DIVERSETHN_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DIVERSITY_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_DIVERSRELI_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_DRIVERSLIC_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMAILADRS_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_EMERGENCYC_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMPAPPRDTL_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMPLCHECKL_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMPLCHKLST_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMPLOYEES_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_EMPLYE_REVIEW_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMPL_PHOTO_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMP_APR_HR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMP_WAGEL_CAN_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_EMRGNCYPHN_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_EXCP_AUDIT_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_FED_TAX_DATA_H"                    0 KB       0 rows
. . exported "SYSADM"."PS_FMLA_HOURS_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_FMLA_H_XX"                         0 KB       0 rows
. . exported "SYSADM"."PS_GARNSPECXX_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_GARN_BALANCE_H"                    0 KB       0 rows
. . exported "SYSADM"."PS_GARN_EMPL_DED_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_GARN_RULE_H"                       0 KB       0 rows
. . exported "SYSADM"."PS_GARN_SCHED_H"                      0 KB       0 rows
. . exported "SYSADM"."PS_GARN_SPEC_H"                       0 KB       0 rows
. . exported "SYSADM"."PS_GENL_DED_CD_H"                     0 KB       0 rows
. . exported "SYSADM"."PS_HPBDCKLOG_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_HREXTEMP_H_XX"                     0 KB       0 rows
. . exported "SYSADM"."PS_JOB_ERNDST_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_JOB_HR_XX_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_JOB_H_XX"                          0 KB       0 rows
. . exported "SYSADM"."PS_JOB_IND_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_JOB_JR_H_XX"                       0 KB       0 rows
. . exported "SYSADM"."PS_JOB_MIL_H_XX"                      0 KB       0 rows
. . exported "SYSADM"."PS_JOB_XX_H_XX"                       0 KB       0 rows
. . exported "SYSADM"."PS_LOCL_TAX_DATA_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_NAMES_H_XX"                        0 KB       0 rows
. . exported "SYSADM"."PS_PAYROLL_DATA_H"                    0 KB       0 rows
. . exported "SYSADM"."PS_PERCHECKLI_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_TLEMPLDATA_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERCHKLSTI_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_TRNX0004WR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERORGASGN_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERORGINST_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_TRNX0004_H_XX"                     0 KB       0 rows
. . exported "SYSADM"."PS_PERPOIT_XX_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERPOI_XX_H_XX"                    0 KB       0 rows
. . exported "SYSADM"."PS_VISAPMTDAT_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSAPPLIN_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSAPPLRE_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_VISAPMTSUP_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSDATACA_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSDATAEF_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSDATAUS_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSDATAXX_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSNIDEXP_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSONALDA_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSONALPH_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSONINFO_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERSON_H_XX"                       0 KB       0 rows
. . exported "SYSADM"."PS_PERSSMOKER_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERS_NID_H_XX"                     0 KB       0 rows
. . exported "SYSADM"."PS_PERX0019TM_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX0019WR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX0020TM_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX0020WR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX0033TM_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX0033WR_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX33300T_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX33300W_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX33700T_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PERX33700W_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PER_DT_EME_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PER_DT_FRA_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PRIORWORKE_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PRIORWORKS_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PYEBANKACT_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_PY_BNK_TBL_H_XX"                   0 KB       0 rows
. . exported "SYSADM"."PS_STAT_TAX_DATA_H"                   0 KB       0 rows
. . exported "SYSADM"."PS_TAX_DISTRIB_H"                     0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/PSPER_XX/HR/PSPER_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Fri Dec 12 00:20:12 2025 elapsed 0 00:00:36

TEMPLATE_NAME:  PSPER_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-PSPER_XX successfully Exported, started at  Fri Dec 12 00:19:36 EST 2025 and finished at Fri Dec 12 00:20:15 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : PSPER_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : PSPSS_XX
#########################################################################################
 
=> ( 1 ) PERSSRCHWL_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:20:16 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=PSPSS_XX_HR dumpfile=PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PERSSRCHWL_H_XX QUERY=SYSADM.PS_PERSSRCHWL_H_XX:"WHERE PSARCH_ID='PSPSS_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_PERSSRCHWL_H_XX"                   0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/PSPSS_XX/HR/PSPSS_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Fri Dec 12 00:20:49 2025 elapsed 0 00:00:32

TEMPLATE_NAME:  PSPSS_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-PSPSS_XX successfully Exported, started at  Fri Dec 12 00:20:16 EST 2025 and finished at Fri Dec 12 00:20:54 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : PSPSS_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : PSPUR_XX
#########################################################################################
 
=> ( 1 ) PURGEDATA_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

1 row created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:20:55 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=PSPUR_XX_HR dumpfile=PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_PURGEDATA_H_XX QUERY=SYSADM.PS_PURGEDATA_H_XX:"WHERE PSARCH_ID='PSPUR_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
Processing object type TABLE_EXPORT/TABLE/PROCACT_INSTANCE
Processing object type TABLE_EXPORT/TABLE/TABLE_DATA
. . exported "SYSADM"."PS_PURGEDATA_H_XX"                    0 KB       0 rows
Processing object type TABLE_EXPORT/TABLE/TABLE
Processing object type TABLE_EXPORT/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type TABLE_EXPORT/TABLE/INDEX/INDEX
Master table "SYS"."SYS_EXPORT_TABLE_03" successfully loaded/unloaded
******************************************************************************
Dump file set for SYS.SYS_EXPORT_TABLE_03 is:
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_01.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_02.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_03.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_04.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_05.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_06.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_07.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_08.dmp
  /backup/data_arch/PSPUR_XX/HR/PSPUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_09.dmp
Job "SYS"."SYS_EXPORT_TABLE_03" successfully completed at Fri Dec 12 00:21:28 2025 elapsed 0 00:00:33

TEMPLATE_NAME:  PSPUR_XX
Error Count:  0
CURRENT DATE:  2025/12/12
Insert Data into PS_DATAMIN_EXPF_XX.

1 row created.


Commit complete.

Successful Export: Insert Done.
Template HRPRD-PSPUR_XX successfully Exported, started at  Fri Dec 12 00:20:55 EST 2025 and finished at Fri Dec 12 00:21:33 EST 2025
----------------------------------------------------------------------------------------
Finished export of Template : PSPUR_XX
----------------------------------------------------------------------------------------
#########################################################################################
Beginning export of Template : TEBUR_XX
#########################################################################################
 
=> ( 1 ) TEBURDENX_H_XX : Get History Record Counts

1 row created.


Commit complete.

..Get TableSpace, Index & Index TableSpace

2 rows created.


Commit complete.


Export: Release 19.0.0.0.0 - Production on Fri Dec 12 00:21:50 2025
Version 19.27.0.0.0

Copyright (c) 1982, 2019, Oracle and/or its affiliates.  All rights reserved.

Connected to: Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production
FLASHBACK automatically enabled to preserve database integrity.
Starting "SYS"."SYS_EXPORT_TABLE_03":  userid="/******** AS SYSDBA" directory=TEBUR_XX_HR dumpfile=TEBUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR_%U.dmp logfile=TEBUR_XX_11-12-2025_1995_2000_01-May-2023_01-Mar-2024_HR.log parallel=18 EXCLUDE=statistics EXCLUDE=TRIGGER ENCRYPTION=ALL ENCRYPTION_MODE=DUAL ENCRYPTION_ALGORITHM=AES256 ENCRYPTION_PASSWORD=******** FILESIZE=10G COMPRESSION=ALL TABLES=SYSADM.PS_TEBURDENX_H_XX QUERY=SYSADM.PS_TEBURDENX_H_XX:"WHERE PSARCH_ID='TEBUR_XX' AND PSARCH_BATCHNUM||PSARCH_ID IN (SELECT PSARCH_BATCHNUM||PSARCH_ID FROM SYSADM.PSARCHBATCH WHERE PSARCH_DTTM >= '01-May-2023' AND PSARCH_DTTM < '01-Mar-2024')" 
